opportunity_id,account_id,rep_id,region,stage,amount,created_date,close_date,forecast_category
OPP-01931,Acct-0158,R012,East,Proposal,42994.54,2024-05-25,2024-08-03,Pipeline
OPP-01932,Acct-0141,R007,Central,Qualification,23010.5,2026-03-29,2026-05-26,Best Case
OPP-01933,Acct-0043,R010,East,Qualification,13361.91,2024-03-08,2024-05-23,Best Case
OPP-01934,Acct-0096,R011,East,Negotiation,8102.42,2024-12-16,2025-06-11,Commit
OPP-01935,Acct-0171,R008,Central,Closed Lost,11543.28,2026-01-29,2026-05-13,Omitted
OPP-01936,Acct-0072,R006,Central,Negotiation,129721.46,2025-08-26,2026-01-26,Commit
OPP-01937,Acct-0085,R010,East,Closed Won,3213.37,2025-03-20,2025-08-10,Commit
OPP-01938,Acct-0038,R009,East,Proposal,4930.68,2026-03-31,2026-06-24,Pipeline
OPP-01939,Acct-0085,R009,East,Qualification,27319.64,2025-02-13,2025-06-20,Commit
OPP-01940,Acct-0015,R005,Central,Prospecting,9852.41,2025-11-09,2025-12-15,Best Case
OPP-01941,Acct-0031,R007,Central,Proposal,22498.63,2024-02-01,2024-05-16,Best Case
OPP-01942,Acct-0104,R005,Central,Qualification,85127.77,2025-02-09,2025-07-29,Pipeline
OPP-01943,Acct-0154,R007,Central,Closed Lost,11538.0,2024-06-17,2024-10-01,Omitted
OPP-01944,Acct-0001,R006,Central,Negotiation,10451.37,2024-04-04,2024-06-01,Pipeline
OPP-01945,Acct-0147,R008,Central,Qualification,13982.79,2025-12-17,2026-04-07,Commit
OPP-01946,Acct-0011,R002,West,Prospecting,66540.06,2024-02-09,2024-07-27,Pipeline
OPP-01947,Acct-0019,R010,East,Prospecting,26362.18,2024-10-25,2025-04-20,Commit
OPP-01948,Acct-0180,R010,East,Qualification,4887.35,2024-09-23,2024-11-22,Commit
OPP-01949,Acct-0171,R009,East,Prospecting,45647.2,2024-02-02,2024-06-01,Best Case
OPP-01950,Acct-0168,R003,West,Closed Won,56786.81,2025-06-05,2025-09-11,Commit
OPP-01951,Acct-0084,R012,East,Closed Won,4349.14,2026-03-24,2026-07-01,Commit
OPP-01952,Acct-0031,R004,West,Qualification,14157.22,2024-03-22,2024-04-26,Commit
OPP-01953,Acct-0177,R003,West,Prospecting,24521.12,2024-03-16,2024-06-16,Best Case
OPP-01954,Acct-0151,R006,Central,Negotiation,48914.68,2024-05-05,2024-10-13,Commit
OPP-01955,Acct-0101,R005,Central,Closed Lost,11491.21,2024-02-04,2024-05-27,Omitted
OPP-01956,Acct-0102,R004,West,Proposal,57986.07,2025-05-24,2025-10-09,Commit
OPP-01957,Acct-0081,R012,East,Closed Lost,17635.87,2026-02-02,2026-06-10,Omitted
OPP-01958,Acct-0038,R010,East,Closed Lost,13468.57,2024-04-05,2024-08-27,Omitted
OPP-01959,Acct-0047,R001,West,Closed Lost,9765.1,2024-10-11,2024-12-21,Omitted
OPP-01960,Acct-0087,R007,Central,Prospecting,8222.89,2024-12-17,2025-06-12,Best Case
OPP-01961,Acct-0136,R001,West,Prospecting,15671.12,2025-11-27,2026-04-25,Best Case
OPP-01962,Acct-0152,R007,Central,Closed Lost,36557.51,2026-01-18,2026-02-17,Omitted
OPP-01963,Acct-0081,R009,East,Qualification,21201.42,2025-09-15,2026-02-28,Pipeline
OPP-01964,Acct-0136,R010,East,Qualification,49937.95,2025-02-08,2025-05-06,Pipeline
OPP-01965,Acct-0013,R004,West,Prospecting,95526.86,2025-02-10,2025-03-02,Best Case
OPP-01966,Acct-0129,R002,West,Closed Won,4091.45,2025-07-13,2025-11-16,Commit
OPP-01967,Acct-0149,R012,East,Closed Won,36739.22,2025-09-06,2025-10-09,Commit
OPP-01968,Acct-0085,R004,West,Negotiation,38828.84,2024-08-28,2024-12-25,Commit
OPP-01969,Acct-0063,R003,West,Negotiation,6188.3,2024-03-22,2024-07-04,Commit
OPP-01970,Acct-0042,R008,Central,Prospecting,9046.04,2025-11-18,2026-02-11,Best Case
OPP-01971,Acct-0178,R007,Central,Qualification,15137.86,2024-10-22,2025-01-29,Commit
OPP-01972,Acct-0116,R009,East,Closed Won,151445.41,2024-10-03,2024-12-07,Commit
OPP-01973,Acct-0124,R006,Central,Prospecting,173318.91,2025-04-21,2025-09-18,Pipeline
OPP-01974,Acct-0100,R011,East,Negotiation,53356.33,2024-04-04,2024-07-23,Pipeline
OPP-01975,Acct-0088,R004,West,Negotiation,44165.71,2024-03-05,2024-05-05,Pipeline
OPP-01976,Acct-0088,R003,West,Negotiation,38682.42,2026-02-14,2026-06-03,Pipeline
OPP-01977,Acct-0043,R007,Central,Closed Won,15653.49,2026-03-05,2026-07-06,Commit
OPP-01978,Acct-0059,R004,West,Closed Won,25289.01,2025-12-15,2026-01-21,Commit
OPP-01979,Acct-0165,R011,East,Closed Lost,71650.55,2025-04-13,2025-08-10,Omitted
OPP-01980,Acct-0005,R006,Central,Qualification,7386.08,2024-01-04,2024-06-18,Best Case
OPP-01981,Acct-0022,R011,East,Closed Lost,39849.41,2024-01-08,2024-04-17,Omitted
OPP-01982,Acct-0122,R003,West,Closed Lost,37541.2,2024-04-29,2024-10-17,Omitted
OPP-01983,Acct-0164,R008,Central,Negotiation,37578.59,2024-05-02,2024-10-28,Pipeline
OPP-01984,Acct-0077,R006,Central,Qualification,29723.15,2024-02-09,2024-03-27,Pipeline
OPP-01985,Acct-0088,R011,East,Closed Lost,12634.73,2025-01-23,2025-03-23,Omitted
OPP-01986,Acct-0077,R007,Central,Closed Lost,85225.09,2025-05-25,2025-08-31,Omitted
OPP-01987,Acct-0135,R007,Central,Prospecting,81252.37,2025-12-29,2026-02-10,Pipeline
OPP-01988,Acct-0021,R010,East,Negotiation,19533.16,2025-08-13,2025-10-26,Commit
OPP-01989,Acct-0141,R004,West,Prospecting,7974.85,2026-02-11,2026-07-19,Pipeline
OPP-01990,Acct-0104,R010,East,Closed Lost,57480.64,2025-11-04,2026-02-08,Omitted
OPP-01991,Acct-0151,R001,West,Proposal,9953.61,2024-05-20,2024-06-26,Pipeline
OPP-01992,Acct-0028,R001,West,Prospecting,25160.45,2025-01-04,2025-05-07,Commit
OPP-01993,Acct-0027,R005,Central,Qualification,14984.24,2024-07-08,2024-12-20,Commit
OPP-01994,Acct-0175,R011,East,Closed Won,22720.79,2024-05-09,2024-07-11,Commit
OPP-01995,Acct-0049,R009,East,Qualification,17217.94,2024-10-06,2025-03-22,Commit
OPP-01996,Acct-0136,R008,Central,Negotiation,11358.67,2025-11-13,2026-03-12,Pipeline
OPP-01997,Acct-0064,R005,Central,Proposal,18765.36,2025-08-15,2025-11-16,Best Case
OPP-01998,Acct-0001,R010,East,Closed Lost,9901.28,2025-10-25,2026-04-17,Omitted
OPP-01999,Acct-0165,R002,West,Proposal,14210.31,2024-05-11,2024-10-25,Pipeline
OPP-02000,Acct-0012,R010,East,Prospecting,36474.54,2024-02-11,2024-04-30,Pipeline
OPP-02001,Acct-0029,R012,East,Prospecting,18237.13,2024-01-03,2024-03-16,Commit
OPP-02002,Acct-0166,R012,East,Prospecting,12523.72,2024-05-27,2024-07-23,Commit
OPP-02003,Acct-0071,R002,West,Closed Lost,17008.32,2025-11-06,2026-04-07,Omitted
OPP-02004,Acct-0171,R008,Central,Closed Won,51366.19,2025-02-02,2025-05-23,Commit
OPP-02005,Acct-0111,R011,East,Qualification,26276.38,2024-02-20,2024-05-14,Pipeline
OPP-02006,Acct-0074,R008,Central,Qualification,60231.66,2024-07-27,2024-11-29,Pipeline
OPP-02007,Acct-0151,R003,West,Qualification,3105.75,2025-04-29,2025-10-01,Pipeline
OPP-02008,Acct-0100,R008,Central,Proposal,40314.22,2025-12-05,2026-03-05,Best Case
OPP-02009,Acct-0038,R005,Central,Qualification,26163.88,2025-07-18,2025-12-15,Commit
OPP-02010,Acct-0133,R002,West,Qualification,20586.24,2024-04-11,2024-07-09,Commit
OPP-02011,Acct-0172,R005,Central,Closed Won,58866.02,2024-10-16,2025-01-08,Commit
OPP-02012,Acct-0136,R009,East,Closed Lost,123052.14,2024-07-06,2025-01-02,Omitted
OPP-02013,Acct-0050,R001,West,Qualification,55136.86,2024-12-15,2025-01-04,Best Case
OPP-02014,Acct-0052,R003,West,Prospecting,7571.45,2024-09-14,2024-12-12,Commit
OPP-02015,Acct-0098,R011,East,Proposal,101210.68,2025-07-31,2025-11-19,Pipeline
OPP-02016,Acct-0062,R008,Central,Closed Won,65662.67,2024-12-10,2025-03-31,Commit
OPP-02017,Acct-0120,R009,East,Proposal,30229.51,2025-02-24,2025-03-27,Pipeline
OPP-02018,Acct-0035,R007,Central,Negotiation,40560.27,2025-07-15,2025-11-24,Commit
OPP-02019,Acct-0105,R004,West,Closed Won,16625.77,2024-09-19,2024-10-11,Commit
OPP-02020,Acct-0061,R002,West,Closed Lost,199550.49,2024-08-02,2024-09-14,Omitted
OPP-02021,Acct-0122,R010,East,Prospecting,31368.9,2026-02-18,2026-05-10,Pipeline
OPP-02022,Acct-0056,R012,East,Qualification,3234.33,2026-01-16,2026-02-06,Best Case
OPP-02023,Acct-0001,R007,Central,Closed Lost,7753.51,2024-08-22,2025-02-05,Omitted
OPP-02024,Acct-0147,R007,Central,Closed Won,29851.51,2026-01-26,2026-03-11,Commit
OPP-02025,Acct-0159,R001,West,Closed Won,13874.82,2024-03-03,2024-07-16,Commit
OPP-02026,Acct-0176,R003,West,Prospecting,95141.42,2025-01-10,2025-07-09,Best Case
OPP-02027,Acct-0045,R007,Central,Qualification,25825.77,2025-01-18,2025-02-15,Commit
OPP-02028,Acct-0040,R011,East,Closed Lost,23520.67,2024-06-10,2024-08-23,Omitted
OPP-02029,Acct-0143,R007,Central,Prospecting,2891.05,2024-09-29,2025-03-01,Commit
OPP-02030,Acct-0041,R011,East,Negotiation,122514.06,2025-08-22,2025-12-04,Best Case
OPP-02031,Acct-0114,R010,East,Negotiation,252733.57,2025-03-11,2025-05-14,Commit
OPP-02032,Acct-0104,R005,Central,Proposal,248677.95,2026-03-28,2026-04-22,Pipeline
OPP-02033,Acct-0033,R005,Central,Proposal,57084.22,2025-08-18,2025-10-06,Commit
OPP-02034,Acct-0035,R001,West,Qualification,8543.38,2025-10-27,2026-04-13,Commit
OPP-02035,Acct-0131,R001,West,Negotiation,29098.32,2024-05-09,2024-07-29,Pipeline
OPP-02036,Acct-0138,R010,East,Negotiation,6462.79,2024-03-26,2024-07-10,Commit
OPP-02037,Acct-0126,R002,West,Qualification,19927.49,2024-07-01,2024-08-01,Best Case
OPP-02038,Acct-0160,R004,West,Prospecting,118965.2,2024-04-01,2024-08-31,Pipeline
OPP-02039,Acct-0043,R008,Central,Prospecting,57097.39,2026-01-25,2026-05-07,Best Case
OPP-02040,Acct-0008,R011,East,Qualification,173434.57,2026-03-04,2026-03-30,Commit
OPP-02041,Acct-0177,R002,West,Proposal,213387.65,2025-08-22,2025-10-01,Pipeline
OPP-02042,Acct-0162,R004,West,Negotiation,62343.33,2025-07-05,2025-10-28,Pipeline
OPP-02043,Acct-0075,R012,East,Closed Lost,18682.25,2024-04-27,2024-09-23,Omitted
OPP-02044,Acct-0134,R005,Central,Qualification,38783.32,2025-05-03,2025-08-04,Best Case
OPP-02045,Acct-0098,R002,West,Qualification,54411.8,2025-09-28,2025-10-28,Best Case
OPP-02046,Acct-0170,R008,Central,Prospecting,24256.61,2025-09-05,2025-10-07,Pipeline
OPP-02047,Acct-0133,R005,Central,Closed Lost,16012.41,2024-03-31,2024-07-21,Omitted
OPP-02048,Acct-0069,R005,Central,Negotiation,19244.87,2024-08-29,2025-01-01,Pipeline
OPP-02049,Acct-0148,R009,East,Qualification,11930.87,2025-01-09,2025-04-18,Pipeline
OPP-02050,Acct-0054,R007,Central,Closed Won,29273.88,2025-04-26,2025-05-29,Commit
OPP-02051,Acct-0160,R004,West,Proposal,93376.2,2025-09-24,2026-01-12,Pipeline
OPP-02052,Acct-0069,R011,East,Closed Lost,85792.19,2024-05-08,2024-06-13,Omitted
OPP-02053,Acct-0136,R001,West,Closed Lost,57225.31,2025-06-25,2025-08-15,Omitted
OPP-02054,Acct-0122,R012,East,Prospecting,34945.34,2025-10-21,2025-12-25,Commit
OPP-02055,Acct-0166,R008,Central,Closed Lost,16635.58,2026-01-05,2026-03-14,Omitted
OPP-02056,Acct-0174,R002,West,Proposal,7965.63,2024-05-24,2024-09-23,Commit
OPP-02057,Acct-0077,R005,Central,Closed Won,29570.42,2025-11-13,2026-02-19,Commit
OPP-02058,Acct-0022,R003,West,Prospecting,68602.1,2024-04-16,2024-07-24,Best Case
OPP-02059,Acct-0091,R008,Central,Closed Lost,54280.07,2025-10-08,2026-02-04,Omitted
OPP-02060,Acct-0140,R006,Central,Closed Won,22165.47,2025-11-22,2026-03-16,Commit
OPP-02061,Acct-0106,R011,East,Qualification,78296.16,2025-04-26,2025-08-20,Best Case
OPP-02062,Acct-0058,R005,Central,Closed Lost,44385.64,2025-06-27,2025-11-23,Omitted
OPP-02063,Acct-0085,R012,East,Prospecting,7191.99,2025-06-15,2025-08-19,Best Case
OPP-02064,Acct-0075,R012,East,Closed Lost,19635.12,2024-03-04,2024-06-19,Omitted
OPP-02065,Acct-0135,R011,East,Closed Won,15036.44,2026-02-22,2026-06-12,Commit
OPP-02066,Acct-0154,R005,Central,Negotiation,166839.78,2024-04-14,2024-05-27,Pipeline
OPP-02067,Acct-0051,R008,Central,Negotiation,134135.18,2025-07-11,2025-08-12,Commit
OPP-02068,Acct-0165,R004,West,Negotiation,34611.77,2024-08-09,2024-10-02,Best Case
OPP-02069,Acct-0157,R006,Central,Closed Lost,8110.97,2024-02-05,2024-03-15,Omitted
OPP-02070,Acct-0054,R009,East,Negotiation,55008.45,2024-01-09,2024-01-31,Pipeline
OPP-02071,Acct-0004,R001,West,Closed Lost,43672.34,2024-05-10,2024-10-29,Omitted
OPP-02072,Acct-0073,R004,West,Closed Won,13274.95,2025-05-24,2025-08-19,Commit
OPP-02073,Acct-0055,R010,East,Prospecting,48716.26,2024-01-04,2024-06-30,Commit
OPP-02074,Acct-0155,R007,Central,Proposal,45283.78,2024-02-29,2024-04-08,Best Case
OPP-02075,Acct-0139,R002,West,Closed Won,131575.4,2025-08-11,2025-11-12,Commit
OPP-02076,Acct-0105,R005,Central,Qualification,19845.51,2024-01-28,2024-07-16,Pipeline
OPP-02077,Acct-0071,R004,West,Qualification,37532.98,2024-03-16,2024-06-05,Best Case
OPP-02078,Acct-0134,R006,Central,Proposal,11188.6,2024-02-07,2024-05-12,Pipeline
OPP-02079,Acct-0061,R009,East,Proposal,252491.57,2025-10-07,2025-11-01,Best Case
OPP-02080,Acct-0178,R008,Central,Closed Lost,1025.72,2026-01-31,2026-03-03,Omitted
OPP-02081,Acct-0023,R002,West,Prospecting,27980.15,2025-02-03,2025-06-04,Commit
OPP-02082,Acct-0045,R001,West,Proposal,36602.41,2026-02-02,2026-04-17,Pipeline
OPP-02083,Acct-0047,R004,West,Qualification,20749.3,2025-03-16,2025-08-13,Commit
OPP-02084,Acct-0037,R007,Central,Negotiation,23204.68,2025-03-10,2025-08-20,Commit
OPP-02085,Acct-0062,R010,East,Qualification,28321.15,2026-02-06,2026-03-08,Pipeline
OPP-02086,Acct-0171,R005,Central,Closed Lost,24325.69,2024-11-01,2025-01-20,Omitted
OPP-02087,Acct-0096,R009,East,Closed Won,28985.27,2024-08-05,2024-10-23,Commit
OPP-02088,Acct-0095,R010,East,Closed Won,21067.4,2025-09-12,2025-10-14,Commit
OPP-02089,Acct-0116,R010,East,Negotiation,10452.13,2025-08-10,2025-10-15,Pipeline
OPP-02090,Acct-0161,R005,Central,Negotiation,3236.03,2025-12-24,2026-06-08,Commit
OPP-02091,Acct-0165,R007,Central,Closed Won,32205.18,2026-03-10,2026-06-13,Commit
OPP-02092,Acct-0134,R010,East,Closed Won,86858.65,2026-02-18,2026-07-04,Commit
OPP-02093,Acct-0038,R005,Central,Qualification,76153.89,2025-10-14,2026-03-28,Pipeline
OPP-02094,Acct-0050,R006,Central,Negotiation,6673.72,2024-11-13,2025-04-27,Commit
OPP-02095,Acct-0104,R003,West,Closed Lost,49524.1,2026-03-10,2026-05-05,Omitted
OPP-02096,Acct-0122,R010,East,Negotiation,84183.65,2025-12-17,2026-01-11,Commit
OPP-02097,Acct-0059,R003,West,Proposal,18821.7,2024-11-12,2025-04-24,Commit
OPP-02098,Acct-0036,R009,East,Negotiation,12123.22,2025-01-05,2025-03-28,Commit
OPP-02099,Acct-0105,R011,East,Closed Lost,302311.33,2024-10-18,2024-11-07,Omitted
OPP-02100,Acct-0008,R011,East,Prospecting,4399.24,2025-09-16,2026-01-25,Best Case
OPP-02101,Acct-0174,R009,East,Closed Won,56313.05,2026-02-20,2026-06-11,Commit
OPP-02102,Acct-0089,R003,West,Proposal,5068.1,2025-01-26,2025-07-11,Best Case
OPP-02103,Acct-0026,R007,Central,Closed Won,61983.23,2025-07-29,2025-12-19,Commit
OPP-02104,Acct-0050,R011,East,Closed Won,53700.53,2024-12-10,2025-01-29,Commit
OPP-02105,Acct-0070,R005,Central,Proposal,7227.76,2026-03-02,2026-06-09,Commit
OPP-02106,Acct-0132,R011,East,Closed Lost,3317.22,2024-01-02,2024-01-23,Omitted
OPP-02107,Acct-0129,R007,Central,Negotiation,75343.55,2024-02-26,2024-04-15,Best Case
OPP-02108,Acct-0017,R004,West,Prospecting,109046.97,2024-12-08,2025-01-03,Pipeline
OPP-02109,Acct-0083,R007,Central,Negotiation,34202.97,2024-10-27,2025-04-20,Pipeline
OPP-02110,Acct-0037,R001,West,Proposal,34986.73,2025-03-29,2025-08-01,Commit
OPP-02111,Acct-0114,R001,West,Closed Won,14776.99,2024-01-18,2024-06-12,Commit
OPP-02112,Acct-0104,R010,East,Qualification,4337.16,2025-04-04,2025-05-29,Commit
OPP-02113,Acct-0126,R007,Central,Closed Won,33754.61,2025-07-22,2025-09-03,Commit
OPP-02114,Acct-0180,R012,East,Closed Won,25213.42,2024-02-18,2024-04-19,Commit
OPP-02115,Acct-0092,R010,East,Prospecting,11469.62,2024-04-01,2024-05-24,Best Case
OPP-02116,Acct-0053,R012,East,Closed Lost,20211.8,2024-03-22,2024-08-07,Omitted
OPP-02117,Acct-0172,R003,West,Closed Won,21215.17,2025-03-08,2025-05-27,Commit
OPP-02118,Acct-0049,R006,Central,Prospecting,26492.31,2024-12-19,2025-04-14,Pipeline
OPP-02119,Acct-0013,R004,West,Proposal,101591.08,2024-11-10,2025-02-05,Commit
OPP-02120,Acct-0131,R012,East,Closed Lost,61786.71,2024-05-24,2024-09-22,Omitted
OPP-02121,Acct-0053,R001,West,Closed Lost,11339.04,2024-02-24,2024-05-14,Omitted
OPP-02122,Acct-0128,R011,East,Qualification,8421.72,2024-04-20,2024-06-15,Best Case
OPP-02123,Acct-0047,R011,East,Negotiation,112259.07,2025-05-18,2025-11-04,Commit
OPP-02124,Acct-0176,R002,West,Closed Won,20142.31,2024-12-14,2025-05-08,Commit
OPP-02125,Acct-0046,R010,East,Proposal,2604.53,2024-09-05,2024-10-24,Commit
OPP-02126,Acct-0006,R009,East,Closed Won,20156.05,2024-08-22,2025-02-04,Commit
OPP-02127,Acct-0031,R008,Central,Closed Won,43791.72,2025-03-14,2025-07-15,Commit
OPP-02128,Acct-0094,R008,Central,Proposal,25469.58,2025-06-14,2025-08-10,Pipeline
OPP-02129,Acct-0162,R001,West,Proposal,5360.72,2024-06-24,2024-08-29,Pipeline
OPP-02130,Acct-0115,R006,Central,Proposal,60515.11,2024-01-16,2024-04-30,Commit
OPP-02131,Acct-0045,R002,West,Closed Won,22634.95,2024-03-15,2024-08-15,Commit
OPP-02132,Acct-0143,R002,West,Closed Lost,7400.2,2025-04-12,2025-10-01,Omitted
OPP-02133,Acct-0074,R010,East,Negotiation,38837.88,2025-09-30,2026-03-24,Commit
OPP-02134,Acct-0154,R009,East,Closed Lost,39516.61,2025-07-09,2025-11-16,Omitted
OPP-02135,Acct-0087,R012,East,Closed Won,27338.47,2024-05-13,2024-08-17,Commit
OPP-02136,Acct-0116,R012,East,Negotiation,29392.91,2024-03-27,2024-06-27,Best Case
OPP-02137,Acct-0092,R011,East,Negotiation,19097.29,2024-02-06,2024-06-17,Pipeline
OPP-02138,Acct-0169,R003,West,Qualification,30421.04,2025-05-04,2025-07-13,Commit
OPP-02139,Acct-0017,R003,West,Prospecting,34410.39,2026-03-09,2026-04-17,Commit
OPP-02140,Acct-0139,R012,East,Closed Won,114340.95,2025-06-28,2025-11-21,Commit
OPP-02141,Acct-0082,R003,West,Closed Lost,33003.52,2025-05-24,2025-07-22,Omitted
OPP-02142,Acct-0175,R009,East,Negotiation,25910.58,2026-03-20,2026-08-23,Best Case
OPP-02143,Acct-0014,R009,East,Prospecting,54052.67,2026-03-22,2026-06-10,Best Case
OPP-02144,Acct-0010,R012,East,Qualification,16594.57,2025-12-03,2026-04-18,Commit
OPP-02145,Acct-0047,R001,West,Closed Won,3737.91,2025-01-18,2025-04-16,Commit
OPP-02146,Acct-0048,R009,East,Proposal,32201.25,2024-12-27,2025-06-21,Best Case
OPP-02147,Acct-0050,R011,East,Qualification,299964.57,2026-03-19,2026-07-17,Pipeline
OPP-02148,Acct-0137,R009,East,Closed Lost,20024.21,2024-03-22,2024-07-03,Omitted
OPP-02149,Acct-0151,R006,Central,Closed Won,82842.91,2025-08-12,2025-10-14,Commit
OPP-02150,Acct-0058,R004,West,Closed Lost,10809.13,2026-03-11,2026-07-03,Omitted
OPP-02151,Acct-0068,R009,East,Prospecting,45050.41,2024-01-27,2024-06-20,Commit
OPP-02152,Acct-0074,R007,Central,Closed Lost,29497.09,2024-11-24,2025-04-17,Omitted
OPP-02153,Acct-0020,R005,Central,Qualification,7556.64,2024-05-02,2024-09-30,Commit
OPP-02154,Acct-0086,R002,West,Closed Lost,32306.36,2024-07-22,2024-12-22,Omitted
OPP-02155,Acct-0079,R010,East,Qualification,44166.36,2025-01-07,2025-03-21,Best Case
OPP-02156,Acct-0056,R002,West,Proposal,24191.66,2024-12-01,2025-02-10,Pipeline
OPP-02157,Acct-0135,R012,East,Qualification,34017.9,2025-03-05,2025-07-24,Commit
OPP-02158,Acct-0069,R002,West,Qualification,12492.77,2024-02-16,2024-03-11,Commit
OPP-02159,Acct-0091,R003,West,Closed Won,34488.06,2026-02-27,2026-04-10,Commit
OPP-02160,Acct-0155,R003,West,Proposal,6441.61,2025-04-29,2025-10-09,Pipeline
OPP-02161,Acct-0090,R012,East,Closed Won,20321.41,2025-06-10,2025-11-11,Commit
OPP-02162,Acct-0015,R007,Central,Qualification,11637.93,2026-03-05,2026-07-12,Best Case
OPP-02163,Acct-0114,R006,Central,Closed Lost,33548.58,2026-02-11,2026-06-26,Omitted
OPP-02164,Acct-0172,R005,Central,Qualification,9781.82,2024-12-11,2025-05-10,Best Case
OPP-02165,Acct-0158,R005,Central,Negotiation,14738.09,2025-01-07,2025-04-18,Commit
OPP-02166,Acct-0002,R005,Central,Qualification,62533.29,2024-12-06,2025-01-01,Pipeline
OPP-02167,Acct-0060,R001,West,Prospecting,56508.67,2024-08-23,2025-02-09,Commit
OPP-02168,Acct-0047,R002,West,Closed Lost,20831.32,2024-07-27,2024-12-02,Omitted
OPP-02169,Acct-0099,R011,East,Prospecting,3497.08,2025-06-21,2025-12-15,Best Case
OPP-02170,Acct-0115,R010,East,Negotiation,39773.83,2025-12-07,2026-02-21,Best Case
OPP-02171,Acct-0002,R011,East,Closed Won,43426.46,2025-02-27,2025-04-26,Commit
OPP-02172,Acct-0054,R003,West,Proposal,29451.63,2024-06-20,2024-10-12,Best Case
OPP-02173,Acct-0035,R002,West,Negotiation,47574.58,2025-07-10,2025-08-26,Commit
OPP-02174,Acct-0079,R004,West,Closed Won,6206.8,2025-10-22,2025-11-12,Commit
OPP-02175,Acct-0053,R010,East,Prospecting,11632.11,2024-09-25,2025-02-17,Pipeline
OPP-02176,Acct-0133,R012,East,Negotiation,16124.63,2026-02-24,2026-07-14,Best Case
OPP-02177,Acct-0083,R012,East,Prospecting,19562.53,2024-12-24,2025-05-15,Best Case
OPP-02178,Acct-0040,R005,Central,Closed Won,15253.56,2025-05-10,2025-07-03,Commit
OPP-02179,Acct-0169,R010,East,Closed Lost,13270.59,2025-06-07,2025-10-21,Omitted
OPP-02180,Acct-0017,R009,East,Qualification,203322.22,2024-05-03,2024-09-20,Pipeline
OPP-02181,Acct-0168,R008,Central,Closed Won,3014.06,2026-01-15,2026-03-31,Commit
OPP-02182,Acct-0055,R010,East,Closed Lost,19438.23,2025-08-13,2026-01-25,Omitted
OPP-02183,Acct-0150,R012,East,Proposal,15297.02,2025-03-13,2025-06-24,Commit
OPP-02184,Acct-0168,R002,West,Closed Won,10870.5,2024-08-30,2024-10-31,Commit
OPP-02185,Acct-0143,R006,Central,Closed Won,10573.98,2025-07-07,2025-09-17,Commit
OPP-02186,Acct-0101,R005,Central,Qualification,21532.28,2025-05-19,2025-08-03,Pipeline
OPP-02187,Acct-0157,R005,Central,Qualification,8852.91,2024-09-16,2025-03-02,Best Case
OPP-02188,Acct-0048,R012,East,Closed Won,11027.26,2025-08-19,2025-12-29,Commit
OPP-02189,Acct-0126,R010,East,Qualification,24275.26,2025-05-24,2025-07-11,Pipeline
OPP-02190,Acct-0034,R012,East,Closed Lost,14245.76,2025-07-25,2025-12-24,Omitted
OPP-02191,Acct-0049,R003,West,Prospecting,11078.89,2026-01-16,2026-02-18,Commit
OPP-02192,Acct-0129,R003,West,Prospecting,24582.08,2025-12-03,2026-04-21,Commit
OPP-02193,Acct-0132,R009,East,Closed Lost,19915.61,2025-12-10,2026-04-04,Omitted
OPP-02194,Acct-0005,R006,Central,Qualification,38190.37,2024-03-03,2024-04-02,Pipeline
OPP-02195,Acct-0083,R005,Central,Closed Lost,13833.64,2024-03-24,2024-09-06,Omitted
OPP-02196,Acct-0006,R002,West,Proposal,4254.06,2024-08-03,2025-01-16,Pipeline
OPP-02197,Acct-0168,R003,West,Closed Won,35561.82,2024-07-22,2024-12-11,Commit
OPP-02198,Acct-0176,R012,East,Negotiation,120687.92,2025-04-26,2025-06-06,Pipeline
OPP-02199,Acct-0039,R010,East,Negotiation,32521.94,2025-02-11,2025-03-15,Commit
OPP-02200,Acct-0120,R012,East,Qualification,16114.52,2025-12-04,2026-04-20,Best Case
OPP-02201,Acct-0034,R011,East,Prospecting,36420.96,2025-01-26,2025-05-29,Pipeline
OPP-02202,Acct-0136,R003,West,Prospecting,32448.55,2024-05-19,2024-09-03,Commit
OPP-02203,Acct-0076,R008,Central,Closed Lost,7809.28,2026-01-17,2026-04-01,Omitted
OPP-02204,Acct-0167,R010,East,Qualification,21300.78,2024-01-14,2024-03-19,Best Case
OPP-02205,Acct-0026,R011,East,Closed Won,43326.53,2026-02-21,2026-05-24,Commit
OPP-02206,Acct-0087,R002,West,Qualification,110399.53,2025-10-02,2026-03-05,Pipeline
OPP-02207,Acct-0033,R001,West,Negotiation,19745.72,2025-09-02,2025-12-04,Best Case
OPP-02208,Acct-0098,R001,West,Closed Won,43104.69,2025-01-10,2025-04-29,Commit
OPP-02209,Acct-0005,R002,West,Closed Won,31647.07,2026-03-08,2026-08-24,Commit
OPP-02210,Acct-0141,R002,West,Qualification,24754.35,2024-07-14,2024-11-19,Best Case
OPP-02211,Acct-0067,R006,Central,Negotiation,12933.39,2024-05-13,2024-07-26,Pipeline
OPP-02212,Acct-0143,R002,West,Closed Lost,22301.36,2024-06-14,2024-11-03,Omitted
OPP-02213,Acct-0110,R008,Central,Qualification,6949.37,2025-03-29,2025-05-09,Best Case
OPP-02214,Acct-0028,R010,East,Prospecting,16640.34,2024-10-15,2025-03-19,Commit
OPP-02215,Acct-0074,R006,Central,Proposal,131564.21,2024-01-08,2024-03-24,Commit
